,text,misogynous
556,"I'm only gonna waste your time, break your heart and ruin your vagina, to make you stronger as a woman. You're welcome",1
557,30 seconds after you're done fucking the attitude out of her <URL>,1
558,"I'm not a lover, I'm a fighter... But I'll still fuck you right",1
559,Girls that eat ass will always have a special place in my heart... And bed,1
560,What's the polite way to say 'don't eat too much today cause I'm not tryin to get shit dick when I fuck you in the ass later',1
561,When your girl's accusing you of cheating so you let your side bitch listen <URL>,1
562,BITCH I SAW YOU ONE TIME WITH JONATHAN IDEK WHEN AND THOUGHT 'Gotta have her' that was before the entire Twitter saga,1
563,Listen fam. If you're a whore you're a whore 😭😭😭clearly you miss read my tweet if you thought I was calling every female a whore.But yes hmp,1
564,"D: DID THAT GUY JUST NOW FLIRT WITH YOU L: No, wait, it's not what you think D. I WON'T HESITATE; BITCH *shoots down the innocent fanboy*",1
565,@ past me bitch you ok???? you fake ass slut <URL>,1
566,Why you being a pussy for back your shit up hoe,1
567,If your 'fiancé' has a conversation with a bitch like this would you keep her? <URL>,1
568,"Bitch you a hoe, tf. <URL>",1
569,Block me you dumb bitch. Because I'll go on all day about how nurses are assistants.,1
570,Bitch You might as well come eat my ass since your so worried about my shit 😂 dumb bitch,1
571,Niggas Might Want You But You A Regular Bitch To Me,1
572,Fuck that money whore Too stupid to know consensual touching or grabbing is not assault. Only is dumber,1
573,how in tf you gonna put your two cents in on something and somebody you don’t know then block and unblock me. Like bitch get off my line😂😂,1
574,Y'all so quick to call a girl a thot meanwhile u eatin and raw dogging every bitch u can 😂,1
575,Hateful bully bitch you are,1
576,In space no one can hear you bitch,1
577,What a stupid cunt <URL>,1
578,bitch you crazy as hell if you think you not bringing MY niece to see me. The fuck. i was there when her ass was conceived gahdam!,1
579,Shut the FUCK up you jobless whore,1
580,Bitch I know you are not there <URL>,1
581,YOU'RE A PUSSY ASS BITCH BYEEE,1
582,THIS IS FUCKING CHICHARRÓN YOU BITCH <URL>,1
583,bitch if jongin wants to give sehun a forehead kiss he will deadass tiptoe and kiss him you think a little height difference will stop him?,1
584,DRAKE! I WILL RIP YOUR HAIR OUT IF I SEE YOU AND THIS BITCH TOGETHER <URL>,1
585,<MENTION_4> Bitch you look like a dog,1
586,Every time I hear a women slut-shame another women for what their wearing I can’t help but think “Bitch you wack as fuck.”,1
587,If you feel like we have to talk everyday for us to be friends then bitch bye ✌🏽,1
588,You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾,1
589,you cunt.,1
590,This stupid Bitch Lied. <URL>,1
591,"Fuck you, you dirty red-jesd whore.",1
592,Maybe #karma will eliminate the problem..she‘s known to be a bitch. If you hear me Karma..sure be sweet if you gave Mueller iron clad proof.,1
593,Ain't with that bopping shit bitch and you know,1
594,when you go to park all by yourself then some bitch fuck decides they wna park right next to you 😑,1
595,"I wanna give a bitch my heart but i can’t though, can’t fall in love with a stank hoe",1
596,Can this stupid bitch hurry TF up I'm trying to take my cousin to the park,1
597,Why do you think that hoe is in the back seat? Lol,1
598,"My bitch a model, lil nigga, you could ask Tyra Banks That pussy wet like a bottle, change them sheets every day",1
599,"Would you rather the girl you’re fucking have nose as long as your dick, or her nipples? #weedthoughts #armsesh420",1
600,"This bitch said idk bout u but sometimes u gotta suck a lil dick , wait even that ain't helping u 🙄😩🤦🏽‍♀️😂😂😂😂",1
601,You betta beat down each one of them with your cunt,1
602,HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰,1
603,I'll send Meechy at yo hoe if yo bitch keep eyein' me,1
604,I’m so tired of older women at work asking me if I got married because I im pregnant like no bitch and I don’t plan on it.,1
605,I Can't Fuck Wit You No More Ho And Im Sorry You A Disloyal Ass Bitch Ho You Sorry,1
606,it's sad to see a fine girl be a hoe😪,1
607,Get ur fucking knowledge up if u wanna sneak diss me. Lil stupid hoe,1
608,Bitch come out you love to talk shit on the phone that's why I let your dad know she raised a FUCKING HOE,1
609,bitch that hoe mad annoying like i fr logged of your twitter bc it kept going off,1
610,fake ass bitch just like Kylie hoe <URL>,1
611,Not interested of being a bitch like you 😂 i prefer to be a good cute girl 😛 nak melalak melalak sorang sorang ok,1
612,you’re a fucking nobody. You just take advantage of people that care for you. Good on you whore,1
613,<MENTION_4> <MENTION_5> Fuck off JAG you ignorant slut with your sad pink paper.,1
614,For an anon calling me a “whore” you should look at yourself first. If you want to call me a “whore” take... <URL>,1
615,"Girl people really do that, like damn bitch you so selfish you don’t wanna rt me and get me clout",1
616,these hoes done called me kelly jr bitch fuck them 😩😂😂😂,1
617,and women have done the same over dick but ok girl,1
618,"For that dumb ass pussy that thought he could step to me, 1004 Franklin Ave, anytime you wanna get it bitch",1
619,Wanna speak down to my girl bitch then step up big nose ass bitch. Saw that shit off.,1
620,"You aint no shit, you lil' stupid ass bitch. #TuitSiMikeFueraDelGhetto",1
621,AY YOU STUPID BITCH,1
622,Bitch stop playing with me and drop my shit off ! What u do after that ain't no problem because I know they gone send u back lil whore 😂😂,1
623,The bitch can go with whoever she wants now I guess. I already took that V & destroyed every hole she got anyway. Raw too. #PETTY,1
624,guilty gear you fucking whore,1
625,Don’t talk shit on me when everyone calls you a whore too boo❤️,1
626,"You work for the S*n, standard practice to be a lier and a complete cunt.",1
627,Once a hoe cross me on some fake shit then want play victim I could never be friends again yea I forgive you but I can't fwu like that ma!,1
628,"I saw a woman dressed up like a hot dog tonight. Bitch, it ain't Halloween yet",1
629,You shut your whore mouth,1
630,Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊,1
631,"Fuck you, you hoe I don’t want you back",1
632,"'Ain't about them hoes anymore,it's just you' yet you talking sweet to the bitch you ALWAYS talked shit about plus 2 more👏🏽GMFU BRO💀",1
633,The women act like they don't have options. Yet dick is all over. When women realize there is EXCESS men is when they stop putting up trash.,1
634,The cunt from where you earn a living.,1
635,i'm finna block this hoe cus bitch u weird fr.,1
636,You a hoe if there's other bitches,1
637,You are the sloppy queen of sucking cock,1
638,"Roses are red, violets are blue. You a bitch ass hoe, and yo momma one too. Yeet",1
639,"I know you do, slut <URL>",1
640,"being nauseous is stupid and a pussy move, like @ my body just fucking vomit already you bitch. let’s GO.",1
641,You are Satan's whore. Hell will welcome you.,1
642,This nigga is on snap fucking a bitch while she sucking somebody else's dick 😂😂😂 bruh,1
643,How you take half naked pics but you not a hoe? Smh fake ass bitch.,1
644,get u a girl with a resting bitch face that only smiles at u,1
645,"I would tag your stupid ass but you bothered and blocked me, so should I tag your new bitch? 😭😂",1
646,this hoe gone say ' I want some dick but not in my vagina' like girl 😭😭😭😭,1
647,yeah the stupid bitch,1
648,Your baby and boyfriend know you a hoe? #FUCKIT,1
649,I can assure you (someone very close to me worked with her for years) she is an absolute cunt.,1
650,They really need Nerf down bitch ass symmetra with her little whore ass turrets,1
651,"To whatever pussy bitch that broke into my car, FUCK YOUUUUU",1
652,This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe,1
653,<MENTION_4> Or stop being a whore on twitch you rat,1
654,straight people flirting boy: *takes girls phone and fucking smashes it to pieces* you’re stupid and a bitch girl: omg Kyle...stooop 😂 😂,1
655,If you still have your seXXXy Halloween pic as your profile photo you're actually a full time all year round slut,1
656,Females be thinking they Pussy fire cuz u say fuck under yo breath first of all I forgot I had a whole bitch😂😂,1
657,What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel. <URL>,1
658,Good morning sweet peeps! Woke up to see that Gini blocked me! Her lost the stupid bitch! Have a good day all! I know I will! 🤗😘💕🌠💖,1
659,congrats slut he's yours you win :),1
660,That bitch yarelis think im stupid im good bitch ur nasty as can stay fucking your cousin aint wasting my time on no hoe,1
661,being a empowering woman type a bitch on IG,1
662,"I honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.",1
663,Lol bitch you a hoe,1
664,He can choke and so does his bitch hoe,1
665,Good bitch I’m glad u got dumped he is never coming back to your life dumb bitch you a hoe,1
666,Good bitch I’m happy u got dumped u a hoe stupid bitch u ugly u gonna b alone forever stupid hoe,1
667,You can't be a HOE &; try to come back to someone. Bitch it don't work like that👌🏽👐🏽,1
668,WHO'S THE WHORE NOW YOU PIECE OF SHIT,1
669,lol plot twist ..what if your girl is secretly a hoe 🤷🏽‍♂🤷🏽‍♂,1
670,"Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂",1
671,"It's alright Julia, we already know how vile you are, no need to ram the point home",1
672,If that bitch goin let her keep goin goin till dat hoe gone like home run,1
673,I never trapped around no bitch except Te cuz hoes be showin da next nigga ya plays💯💯💯,1
674,First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️,1
675,hi Best l see someone fucking girl comment bad in your pic.why you not block the bitch girl name kayleigh corbett,1
676,This cunt likes every single post on that bitch's account and she doesn't even follow him,1
677,You rawin that hoe & that pussy dirty,1
678,Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍,1
679,I hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve,1
680,my dad just drove past the chicago theater. long time no see you dirty slut,1
681,Ion take hoe shit from nan bitch but that’s the difference between a little girl and a grown ass woman they don’t know when to SHUT UP,1
682,"I've met a few women who are complete Dicks , being a dick isn't the preserve of males",1
683,So uhh what if you call a sweedish woman a 'slut',1
684,:') this whore is damn sexy tbh this girl knew how to name her acc :'),1
685,He was being nice and cool. You were Being an attention whore. Next time explicitly say you’re not interested instead of flexing for Twitter <URL>,1
686,"you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾",1
687,why whore when you could cookie?,1
688,Wanna be like u could be fucking working for him some day you fucking little slut,1
689,BITCH I AIN'T NO HOE,1
690,Why is this stupid bitch still relevant?,1
691,Tell us how big a #Slut you are and we tell the world! <URL>,1
692,"you drunken slut, come play overwatch",1
693,HOLLERINGGGGGGG. stupid baby bitch. <URL>,1
694,i skipped english a few days ago so i didn’t know about an assignment and this stupid bitch is making fun of me subtlety,1
695,That bitch is a Grade A whore! <URL>,1
696,"'a cold, conniving bitch' and a lesbian... sorta explains why married women voted AGAINST YOU... SCHADENFREUDE reigns <URL>",1
697,You ungrateful whore. . . I'd have bought it n everything 😂,1
698,"Shut the fuck up, you stupid ass bitch",1
699,Hoes ain't shit I'll die happy lonely..... Kuz I'll be damn if I trust another bitch who don't make her own money.......,1
700,You love and support this slut tho,1
701,Are you calling me a Twitter Whore? Kiss indeed..,1
702,Be careful what you do to a good woman because you will have to deal with the bitch you created 😏,1
703,No one cares about you agta don't be so stupid bitch,1
704,i bet everyone is like damn this bitch stupid she was proposed to and she keeps calling nicky her gf not her fiance,1
705,watching “teeth” this bitch pussc biting everybody dick off😳,1
706,I pampered the bitch and she went and abandoned the kid for some amateur dick 🤦🏽‍♂️,1
707,"No room for anyone illegal. Color or wealth is not the criteria, you stupid bitch.",1
708,Only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. Dumb hoe,1
709,"'I know. And pregnant women can be a real bitch. Sadly, I know from experience. Ah well. Lifes no longer like that.' <URL>",1
710,I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢,1
711,“She a hoe” “She ugly” “She fat” “Her head trash” “Her pussy dry” “Her pussy stank” <URL>,1
712,how the hell that bitch know him? hmmm she just proved to me that she's really a whore,1
713,You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.,1
714,"“Big slut” is the new “Hottie McHotterson”. It’s a compliment. I’ve always thought you looked like a big slut, boo! 😘",1
715,My bitch so bad that I don’t even go to sleep!! Pussy so good it make you wanna buy a ring #Guwop,1
716,a girl KNOS wen a bitch likes her mans 🤣🤣😁,1
717,Glad I already seen this hoe😂 that bitch was wylin though <URL>,1
718,Love you😘 be nice if I could retweet ya but youre a pussy bitch on private😂,1
719,Dirty dick ass nigga .. I hope that bitch catch sum,1
720,I found out something about this chick that was hiding something from me lmao bitch can't hide anything from me fake ass lying hoe,1
721,These hoes do to much and these niggas bitch made LF,1
722,Leave my ship alone you whore <URL>,1
723,"There is a big reason you are lonely and it’s because you are such a fricken whore that no man can trust or respect you, so stop bitchin’",1
724,Ik that bitch was a hoe jus tried to change her but these hoes wana be hoes,1
725,A fvcking bitch who is a hoe to everyone <URL>,1
726,You have proper right for being anal whore!,1
727,"Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying “You just talked yourself out some dick”",1
728,You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔,1
729,'Getting lit off trays of fucking Molly you mermaid loving slag' - the only true response to give her,1
730,Hoe just called me a Chauffeur bitch I'm a shuttle driver,1
731,Told the bitch I like her & her girlfriend 😈,1
732,"June, sweetie, might I suggest that you tell this condescending bitch to shut her trap hole?",1
733,bitch you're a grown ass women <URL>,1
734,"Because no one likes being a stupid bitch, alone..... <URL>",1
735,Let me tell yall sum...yall barbz who fucking wit my sis Come talk to me bitch cause i will pull up on a hoe...,1
736,fucking hoe ass fucking cunt shut ur fucking dirty ass mouth you fucking bitch im gonna fucking block you,1
737,Like for one bitch you ain’t never let me not any nigga I know fuck u been a paid hoe and you didn’t get the $200 in Miami butch drown,1
738,My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮 <URL>,1
739,hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.,1
740,This girl really think I’m dumb 😂 bitch I know you scam stop DM me about that shit,1
741,"Whoever made these, ya moms a mf hoe bitch -.- <URL>",1
742,You're a vapid whore &; one day you'll be ugly and begging for dick scraps,1
743,Like the hoe went to Miami’s to be a hoe got sunt didnt get the money and wanted me to pay for her way back ?????? Bitch please,1
744,"I care , fuck that stupid bitch who quoted this saying nobody cares",1
745,"Trustttttt me! 😂😂😂 The girl ting works for him, “just stay in your lane, bitch.” <URL>",1
746,"Anyone would think that Julie Hartley-Brewer is jealous of rape victims, the way the vacuous, malicious cunt is going on about it.",1
747,youre just a shameless stupid cunt .get a life !!,1
748,I have watched you talk out of both sides of your mouth for months now. We see you. Nothing but a greedy fame whore.,1
749,some girl really tryna pick a fight bc I was 'standoffish' at a conference. bitch I'm workin,1
750,Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .,1
751,"Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?",1
752,I don't have to tell my homies not to take women cus they don't want us we just move on to the next bitch 💯,1
753,"People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch",1
754,had to block all my rl friend bc of that stupid hoe,1
755,"bitch bitch dont be mad, you better be glad kus this the best piece of pussy that ya man ever had 🤸🏽‍♂️ <URL>",1
756,Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton,1
757,U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂 <URL>,1
758,Fuck off you stupid fucking CUNT OH MY GODDDDDDDD,1
759,"what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch",1
760,The pretty hoe really got that mexican girl hoein for her lmaaaooooo,1
761,"Bitch your a fucking idiot, I don't even need a counter argument. More like you can't take your head out your ass s… <URL>",1
762,Bitch don’t come to me as a woman .... Cuz yo nigga came at me single 🤷🏽‍♀️😒😂,1
763,This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol <URL>,1
764,Good pussy never comes from a bad bitch... 😒 <URL>,1
765,"i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches 🕺🏾🕺🏾",1
766,in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch,1
767,Ancient women of Greece would withhold sexual pleasure from men to end wars 2017: Modern women make mixtapes for what they do for the dick,1
768,You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue,1
769,"Asked this bitch where she wanna eat, she said 'Porkys' and I'm done with white women man I don't care how fire the box is",1
770,your girlfriend lookin at me like a groupie in this bitch!,1
771,if I get one more email from your ass ima blow that bitch up,1
772,'Your dick too small' Bitch first of all your pussy too deep <URL>,1
773,"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch",1
774,"You're not a woman for posting that, you're just a big ole bitch",1
775,Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy,1
776,Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch,1
777,God that old lady was a cunt. People are so fucking stupid when it comes to being handed money,1
778,<MENTION_4> Chill your beans you crazy bitch just because you have a cunt doesn’t mean you resort straight to using it,1
779,Weird bummy ass bitch block me back whore 😂😂,1
780,"Treacherous traitorous bitch. Sold out her country, and women for money and fame. <URL>",1
781,"Ask your mom, you son of filthhyy pimp. BTW how's your mom surviving in her Red Light District Area quarters",1
782,Lets fuck whore stepmom bitch style <URL>,1
783,i miss this bitch ass whore,1
784,Now his slag mother has been blown up hopefully that lil cunt gets it nxt as well <URL>,1
785,Fuck off Holly you slag #thismorning,1
786,1 in 3 women hahahahahahaha will you ever fuck off!!!!!! Stupid cunt,1
787,Wtf you're a skank bitch <URL>,1
788,"Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯",1
789,Gonna be the sexiest Bat Woman in that bitch😈😈😈,1
790,"Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me .",1
791,"' I'm a classy bitch. ' First of all, you are a tranny street whore who jerks off 19 y/o s off for money in Krishna Nagar during nights.",1
792,domthis would/should be goal of the season already stupid cunt refs,1
793,Jervea ass bout to really come up missing stupid hoe got me sick 🤦🏾‍♂️,1
794,Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt,1
795,great my lymph node is swollen again. shows how stressed i am cos of some fucking whore &; her spreadshit &; stupid frens who believe her.,1
796,"If your girlfriend doesn't like that bitch, you don't talk to that bitch.",1
797,you stupid fucking whore mom,1
798,why is this women walking outside yelling like bitch we in a white neighborhood chill out 😕,1
799,going to bring your Slut whore ass to the states,1
800,Do I have to fight another bitch ass looking cunt today?,1
801,"A big sour whore bag, should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact",1
802,Girl the hoe is dumb.,1
803,Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi.. Pussy was tight and slippery,1
804,shut up bitch no one fucking likes you! Suck start a shotgun worthless cunt,1
805,Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,1
806,sometimes your girlfriend gets kidnapped by a bird and her bitch,1
807,Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,1
808,True slow your role bitch n get your ass outta here 😉🐼xx,1
809,Your girlfriend is a coke whore,1
810,Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾,1
811,'I don't want to be like the jealous girlfriend who won't let you have friends' bitch you have to be my girlfriend first,1
812,Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck,1
813,why? So you can look like a trashy mess? #WomenSuck,1
814,"I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.",1
815,"RT Sometimes I want a girlfriend, but then I quickly remember how i hate women",1
816,What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish,1
817,What does a woman and a tampon have in common? They're both stuck up bitches,1
818,RT Everyone needs to follow because they're hilarious and feminists are gross 😂,1
819,feminists are many more things than just gross,1
820,"What's the difference between your wife and your job? After 5 years, your job still sucks",1
821,Women who strive to be 'equal' to men lack ambition #YesAllMen,1
822,Why do people make snowmen instead of snowwomen? It's too hard to hollow out the head,1
823,#LateNightThoughts how many Congressman dicks did women suck to finally gain voting rights,1
824,The lack of women in these pictures >>>> just like it should be #YesAllMen,1
825,#PrayForPaulGeorge #UK #UKIP #PoliticsMatters All #women with a degree in 'Women's Studies' should go to prison. <URL>,1
826,#sexworkersagainstfeminism are invited to join the #blog . End #feminism today! <URL>,1
827,#Women are naturally lazy. This is why #feminism is popular as they want privilege without responsibility. <URL> laxy,1
828,"They've made it almost impossible for Men to be dominant, in the matriarchal western society. fuckfeminism",1
829,Pro Tip- There's nothing but sad lonely bitches at the bar drinking away their 'I'm a lonely loser' feels today,1
830,"Pro Tip- Always call skinny girls fat, they live that shit 🌚",1
831,"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch' <URL>",1
832,When you decide to trade your testicles in for a psychotic bitch <URL>,1
833,How you bitches look with your snapchat filters <URL>,1
834,I have condoms everywhere so bitches think I'm responsible. Lol I'm not. Fuck condoms.,1
835,When you're sexting a bitch and you think you dropped the fire but she blocks you and you never hear from her again <URL>,1
836,"Her- I thought I told you.... Me- yo you better chill on that attitude, bitch <URL>",1
837,I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail,1
838,I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms,1
839,When you ride past that bitch that don't like you <URL>,1
840,When you're a childish bitch <URL>,1
841,"Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather",1
842,When you finally get the bitch to leave <URL>,1
843,"If she's doin this, she's about to suck the souls of 10 dead men out your dick <URL>",1
844,"Dear Facebook, Jus coz I have these whores numbers in my phone doesn't mean I want them seeing my personal life, please stop suggesting them",1
845,I wonder if she comes with fuckboy Ken that makes her squirt... <URL>,1
846,How bitches gonna act at my funeral <URL>,1
847,Ok but makes me add her to all DMs just FYI <URL>,1
848,When you eat the wrong bitches ass <URL>,1
849,Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat,1
850,That one cock blockin ass bitch you can never get past <URL>,1
851,When your side bitch tells you she's pregnant and keeping it <URL>,1
852,I gotta stop opening DMs when I'm drunk... I wake up like who TF is this bitch and why did I send her a dick pic,1
853,"I get curved all the time IDGAF, there's too much pussy out here to trip off any bitch",1
854,"If I ask you how many men you slept with and you actually know, you're not the girl for me",1
855,I might be old but at least I came up in a time when hip hop was in its prime and people didn't have bitch ass feelings,1
856,Snapchat finally has an accurate filter for these bitches.... The goddamn devil,1
857,When she's being a huge cunt <URL>,1
858,When you're breaking up with a bitch but you're a savage with a great sense of humor <URL>,1
859,When you're both a couple of filthy whores <URL>,1
860,"Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little whore <URL>",1
861,Bitches that wear chokers that aren't complete whores is why I hate you bitches,1
862,Pro Tip- Fuck bitches in their 30's... No one wants them so they're easy and they're also experienced,1
863,bitches love electric toothbrushes in their twats...,1
864,Y'all say 'slut' and 'whore' like its a bad word... I say that shit cause I'm attracted to a bitch,1
865,When you know you've found the perfect slut for you ❤️🍕🍕 <URL>,1
866,"If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed",1
867,and we're smarter than that bitch,1
868,Shoutout to all the girls that can't go swimming this summer cause their body will wash off...,1
869,I run from those bitches,1
870,You mean before she sucked dick for fame? <URL>,1
871,"If I wear a condom with you, just know that's me being blatantly disrespectful to you and your putrid vagina",1
872,If you idiots would stop tryin to save these hoes you'd probably get a lot more pussy,1
873,You sick bitch <URL>,1
874,When you wait to have sex till you're married and you realize the pussy is garbage <URL>,1
875,"I can always tell a bitches age by her tattoos... Sleeve, she's younger than me, tramp stamp, she's my age...",1
876,"Too bad some of you bitches can't draw on a better personality, the way you draw on your fuckin eyebrows",1
877,I can't imagine growing up with one of these twenty-somethin thot ass bitches as my mom. #blessed,1
878,I love it when married bitches start posting inspirational memes about having a strong relationship... Single in 3-2-1...,1
879,"Bitches be like 'my man has never cheated on me' lol nah bitch, you're just too stupid to catch him",1
880,I'm picky AF when it comes to girls... Until a girl wants to bring her not so cute friend over for a threesome,1
881,"When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person <URL>",1
882,Never trust a girl with 'makeup artist' in her bio... They're professional liars... They can even make your own eyes lie to you,1
883,"All bitches do is lie, talk shit and fuck up their eyebrows",1
884,Bitches can't keep a man for shit but got a steady ass work husband at all times,1
885,How basic bitches wash away their weekend sins and mistakes <URL>,1
886,Stop sayin you have resting bitch face... Bitch you just ugly AF,1
887,Women bleed so much because God realized he made a mistake and is trying to kill them. Right|,1
888,How many woman do you think willingly sucked the cock of a Hollywood producer to further their career?,1
889,boo you whore,1
890,"To me Any girl messaging and calling , initially i was like 'chalo koi to bhaw de rahi' then bitch was selling pyramid scheme 🙄",1
891,Lml 'no matter what color a girl is she's still a hoe' That's funny. <URL>,1
892,No matter what color a girl is she still a ho 😂😂 <URL>,1
893,Girls hear you say “fuckk” during sex and think her pussy bomb First of all hoe my Girlfriend on her way,1
894,you a stupid hoe you a you a stupid hoe,1
895,Fuck off you stupid cunt <URL>,1
896,What do you call a women that has a brain? Pregnant with a baby boy.,1
897,When your girls actin a fool so you let your side bitch listen <URL>,1
898,"If your girl keeps a toothbrush in her car, she's a hoe",1
899,"If you're a man, women can't be trusted. They'll turn against you, it's in their nature.!",1
900,the ONLY good thing a woman ever did was my mom farting me out of her disgusting front butt|,1
901,after nearly 2 years this bitch came back to our home only to be hysterical. when will this bitch get hit by a raging bus????,1
902,Hysterical over here bc every bitch with eye liner & an iPhone 7 is a model now 😂,1
903,Hahahahaha so hysterical she the real living proof cher cherry picker we have only bitch read da real KSU SB Hit! I Alo!,1
904,seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical 😂 lol bitch u tho(ugh)t,1
905,I woke up to the most hysterical message. “Wtf is in jail?” 😂😂😂 Nooo! You dumb bitch she’s in boot camp.,1
906,"I've even seen this in express itself in real life recently, truly surreal. Women are losing their minds, which is hysterical",1
907,Fox’s “hysterical female” rears her head in this season’s cautionary tale about what happens when men give women too much power. #AHSCult,1
908,I myself have had quite enough of hysterical and damaged and fearful women claiming to speak for all womankind.,1
909,Wonder why some women get hysterical here. Climacteric is understandable but social networking surely ain’t a pageant to perform.,1
910,You hysterical women caught up in more conspiracy theories again? 😂😂😂 liberals are to… <URL>,1
911,So happy you hysterical women who believe in conspiracy theories lost 👌🏼👌🏼🇺🇸🇺🇸,1
912,Doctors created vibrators after growing tired of masturbating 'hysterical' women <URL> <URL>,1
913,It's the nature of women to want to be guided by a strong man. Hysterical go -girl feminist types are fi… <URL>,1
914,Fuck all to do wae him it..and I just can't be annoyed with hysterical mong women who talk sh… <URL>,1
915,"Knickers is a tangle, aye? Don't like women much do you? Hysterical things aren't they? Only good a few things, aye?",1
916,A woman reinforces the trope of women as hysterical while calling sexual assault allegations witch hunts (wrong all… <URL>,1
917,We needed a counter -balance for the rape apologists now? These hysterical women are… <URL>,1
918,These people are hysterical. It's like a commercial for why men should never marry. These women are totally nuts.,1
919,Pernicious insulting myths: women as hysterical snowflakes who think everything is harassment; men as un… <URL>,1
920,chuckwoolery: Lipstick on a PIG. The Democrat Women on out numbered. If it weren't so weaselly it would be hysterical. Trying to defend DNC…,1
921,I'm sorry but c'mon if women were as hysterical as men we'd have them all in interment camps until we figured this shit out.,1
922,Via Daniella Peled 'hysterical' Jews and 'frenzied' women <URL>,1
923,This is a corollary of women being “hysterical” “sensitive” “bitches” when they disagree with men.,1
924,I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso,1
925,Has it been a year since Trump turned the left into a bunch of hysterical women 😆 bloody hell time flies #MAGA,1
926,Everyone knows women are too dramatic and hysterical. <URL>,1
927,"cringemuch .When women get panicked&start getting hysterical when having a standard delivery. Everyone knows save energy,focus&push.",1
