,text,misogynous
621,Che troia che sei in video <URL>,1
622,Godi all’idea che tutti sapranno che sei una Troia sfondata! Vuoi che si sappia anche su altri siti puttana succhiacazzi?,1
623,"Tra l'altro era oscena quella coreografia, lei sembrava un puttanone. Fortuna Andreas e Sebastian",1
624,Te voglio leccare e succhiare tutta dalla testa hai piedini davanti e dietro per massaggiarti tutta la tua fica pelosa e il tuo buco del culo fino a farti urlare e squirtare così me la bevo tutta anche la tua pioggia dorata poi ti scopo culo,1
625,"Un giorno senza la tettona del giorno"" è un giorno perso.""",1
626,Ciao bella figa vuoi che te lo sbatto in bocca con prepotenza?,1
627,La mamma di #verstappen è una lurida puttana.#ChineseGP #F1,1
628,Comunque #Betoncè è una culona. Fine.,1
629,Affanculo mandaci quella puttana di tua madre dalla quale tu hai preso. Baldracca juventina di merda,1
630,"io mi tengo quella culona di Beyoncé.uno splendido pacchetto pop curato maniacalmente in ogni dettaglio.professionalecertosinodivertentissimoe grondante pop.pop-ular, esattamente come chi si affanna a non esserlo ma gli si vede, gli sblusa dai fianchiperfino qui sopra",1
631,"A me risulta che sia sempre stata una LURIDA TROIA IPOCRITA. mi pare fosse anche il nome provvisorio del partito prima che venisse cambiato in più europa"". Che alla fine significa la stessa cosa.""",1
632,RT io mi tengo quella culona di Beyoncé.uno splendido pacchetto pop curato maniacalmente in ogni dettaglio.professionale…,1
633,Tu sei una LURIDA puttana METTITELO IN QUELLA TESTA MARCIA CHE HAI,1
634,Qualcuno mi potrebbe mixare il video di Berlusconi che fa la conta con la musica di questo video?È per una culona inchiavabile a cui devo spiegare due cose. Grazie <URL>,1
635,Ti strappò le mutandine ti metto a 90 e ti inculo x bene ????,1
636,Ti inculo rei volentieri,1
637,A meno che tu non sia tettona...in quel caso verificano lo stesso che non si sa mai ?,1
638,Figa di legno. ?,1
639,Bellissima culona <URL>,1
640,Fantastica per fare un dispetto alla tua figa ti inculerei 24 ore su 24,1
641,Io mangio il culo a tua madre e poi prendo a schiaffi il cornuto di tuo padre e stupro tua sorella,1
642,Eh quando c'era lui a dare della culona le cose andavamo meglio.,1
643,? lorella tettona gran porca ninfomane di livorno.. ► adoro chattare qui <URL>,1
644,Cazzo che gran pompinara..... gli piace proprio il cazzo....,1
645,Bella tettona <URL>,1
646,Amore mio ti sborro sulle tette <URL>,1
647,RT ehi tettona <URL>,1
648,che pezzo di fica sei tettona e splendido culo,1
649,Minimo ti stupro il culo!,1
650,Che vogli di infilartelo nella figa mentre lui ti incula <URL>,1
651,<MENTION_3>_IT <MENTION_3>_ES <MENTION_3>_UK <MENTION_3>_DE <MENTION_3>_FR <MENTION_3>Retweet <MENTION_3>Ladies <MENTION_3>PromoRT Che bella pompinara!,1
652,"Austin si avvicina,tutti pronti a tifare Marquez e a sostenere quella pompinara di sua mamma.#marquezuomodimerda",1
653,E mentre ti tocchi te lo sbatto tutto in culo... <URL>,1
654,ciao Jessica una buona sera 6 molto figa e sexy se vuoi ti metto io il dito nel culo e poi ti sfonderei la fica un bacio ?,1
655,puttanona,1
656,Lei adora il sesso in macchina. Mia moglie è una gran troia tettona naturale.Per conoscerla &gt;&gt; <URL> <URL>,1
657,"Bella questa sexy novità Mi ricorda i fumetti di Valentina, un altra tettona e con i peli al punto giusto.",1
658,Meglio un gran pompino da una bella tettona o una gran scopata con una porca dalle tette piccole?,1
659,Per me si addormentata anche la pompinara ?,1
660,tutto da cavalcare quel bel culone x ore e ore e ore,1
661,È ormai palese che questa cosa mi sta sfuggendo di mano e tra 2 giorni diventerò il classico puttanone da IG. Ciao mamma defollowami. <URL>,1
662,Però è ESCO A FARE IL PUTTANONE per cortesia ?,1
663,"<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> Fai un fischio, sai quanti ne trovi qui dentro, io ci sono",1
664,puttanone (x5),1
665,Vabbè puttanone o troia se non è zuppa è pan bagnato,1
666,RT ESCO A FARE IL PUTTANONE (X5),1
667,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> Sta zozza pompinara da 4 sordi,1
668,Te pareva che questa non ci portava ad Upper Eastside.. Figa di Legno #LittleBigItaly,1
669,<MENTION_4> <MENTION_5> Le ong lo prendano in culo col ✊️?e sodali della pompinara Bonino ?,1
670,mi spiegate perché quella con la faccia da troia fa 200 storie su Instagram che durano un’eternità per dire come è bella la sua vita? e poi quale vita? sta sempre su Instagram mica vive!,1
671,Fantastica tettona....,1
672,mmmm che stupende tette da puttanone sei stupenda ?????,1
673,Grazie milleLe tue tettone e il tuo bel culo me lo sto immaginando qui davanti a me ??????,1
674,<PERSONA_1> ti scoperei volentieri tutta bella troiona,1
675,ti scopo il culo troia <URL>,1
676,"[<MENTION_1> ha scritto: troia vieni a leccare la figa della mia amica, una lurida vacca come te <URL>",1
677,JJ prima mi si accozza sulle gambe e poi se mi sposto sbuffa.SCUSA SE NON POSSO PARALIZZARMI LE GAMBE PERCHÉ TU SEI CULONA,1
678,E tua mamma è una puttana succhiacazzi,1
679,"lo sai che sei una porca e mi piace che tutti lo sappiano, per inciso vorrei leccare ogni goccia che esce da quella figa <URL>",1
680,pensavo fossi tu la pompinara,1
681,Sborra lurida troia <URL>,1
682,Non ho pubblicato niente stupida troia che cazzo vuoi,1
683,Troia lurida solo cazzi in culo per te <URL>,1
684,"Bella tettona! Ci piacciono sempre, mica solo in notturna! Molto sexy",1
685,Bella tettona,1
686,Che bella troia che sei,1
687,Io se fossi tuo marito mi farei rizzare il mio di cazzo e mi farei Segare con le tue mani ?❤che splendida troia che sei ??,1
688,Se vieni in privato ti sbatto il pisello in faccia troiona cn laltr avolta,1
689,Buon lunedì a tutti.....Oggi vorrei qualche tettona......mmm mmm... <URL>,1
690,"Wowwwww,comincerei a leccarti la figa e poi ti sfonderei la figa e ano mmmmmm",1
691,"Sposa ed amante impareggiabile del povero marito Paolo, verrà oltraggiata dopo lo scherzo del Sassaroli.. diventando da amata a troia e puttanona.. :-) Unica e sola.. &lt;3 #amicimiei #adelina #paolo #sassaroli <URL>",1
692,Che troia che sei guarda come ti sto facendo venire davanti a tuo marito <URL>,1
693,"è un si? ti piace se ti lecco il buchetto e ti sborro dentro, scrivimelo dai che sono già duro tesoro!!!!! mmmmmm",1
694,<MENTION_4> QUEL PUTTANONE C'HA L'AIDS,1
695,meglio l'orecchino che leccare la figa ad una baldracca minorenne ! #berlusconi #salvini,1
696,"se vince l'oca tettona, vincerà l'ignoranza e la stupidità",1
697,Che bello scoprire che non solo io vivo con delle schifose di prima categoria. Anche il nostro microonde è sempre sporco e lo devo pulire io che neanche lo uso. Dentro le più grandi esplosioni nucleari di cibo e loro niente,1
698,Sei propio um puttanone mmm,1
699,lo vuoi un consiglio impiccati al cesso del #PD di #renzi BESTIA DI UNA MERDACCIA EBREA SCHIFOSA,1
700,RT Gianna milf tettona campana<URL> <URL>,1
701,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> Volgarità? insulti? Ti sei scordata il baciamano a Gheddafi? La nipote di Mubarak? il Bunga Bung,1
702,PUTTANA DEFICIENTE IO TI BLOCCOOOO PUTTANA NON HAI IDEA ORA METTO IL TUO SEI PROPRIO UNA LURIDAAAAAAQ <URL>,1
703,"puttana, troia, bagascia, zoccola, baldracca, mignotta, battona, poi mi perdo anche io",1
704,"Jennifer Lopez dal Bronx. Santa protettrice dei treni n6 e di pitbull.Fammi una grazia, un regalo, un piccolo cadó, FAMMI USCIRE IL DISCO SPANGLISH RIVEDUTO E CORRETTO ENTRO IL 25 GIUGNO COSÌ CHE POSSA FARE IL PUTTANONE LATINO A MILANO ALMENO UNA VOLTA! solo questo ti chiedo.",1
705,Puttana succhia cazzi te tua madre e tua sorella quella grandissima puttana,1
706,"Oltretutto mi ha detto che nel letto mangiavano ad ogni ora takeaway super unti e puzzolenti, ma io ti brucio il letto schifosa",1
707,"- Culona""- libri antichi con della Francia- Parigi- Case esteticamente perfette - Jenny Packham""",1
708,Che bellissima signora culona vogliosa <URL>,1
709,buona sera amore mio ti inculo tutta,1
710,"- Nina per terra in tutti i posti che vuoi ❤️- Culona- La collezione di followers matte- Il lampadario del tuo salotto- Cappuccino, rigorosamente con latte Granarolo!",1
711,bella tettona,1
712,Così tettona che in ogni foto le tette sono diverse ???,1
713,"Ma sono All'Expo?! E la Cipriani urla, urla, urla...CAZZO URLI?! NON SEI ALLO STADIO, CULONA! Non la reggo piú... si capiva?! ? #isola",1
714,Quindi spero resti jonathan e la culona esca a razzo!!!!!!! <URL>,1
715,-La lettera della Nina a babbo Natale (lo scheiboll)-Un bell’ unboxing insieme-Granarolo-Flavio che non si chiama Flavio -La Nina che dice Culona,1
716,"Nina che dice culona""I fiori del giovedì (che scrivo in italiano perché il francese proprio non lo so)ParigiMontagne di soldi spesi in AesopIl vintage""",1
717,E la mia speranza si é realuzzata! Fuori il predicatore! Ora peró spegnete la culona. Grazie #isola,1
718,mia mamma che vede la pubblicità di elettra lamborghini:” ma che culone che ha”buongiorno fiorellino,1
719,Eravigliose labbra da pompinara <URL>,1
720,"beh...se lo fai col sorriso, è satira. Quindi fa ridere. Quindi si, seguendo il ragionamento della cosciona tettona che parla anche di sport (ndr = è satira, quindi posso dire tutto)",1
721,Dopo mezza frase ero già la sua puttanona <URL>,1
722,Sei proprio un bel puttanone,1
723,RT puttana ti sborro in faccia <URL>,1
724,Io ti inculerei piuttosto di sputarti <URL>,1
725,Ed ecco quello che ti piace di più farti inculare come una cagna dai troia c'è posto anche per il mio cazzo <URL>,1
726,"Bellissima puttanella pompinara, magari fosse mio quel cazzo",1
727,Modalità puttanone improvvisamente,1
728,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> bella tettona,1
729,"a me fa vomitare come te , ma ti sei vista ??? fai la baldracca di professione troia puttana <URL>",1
730,Che bel culone <URL>,1
731,Troia io ti spermo in gola,1
732,Salgo tutta tranquilla perché pensavo che fosse nel vagone accanto e ne giro pe andanalle scale e me la ritrovo davantj e ce guardiamo ma diocane muori puttana,1
733,Perché ha capito che sei una cagna ?,1
734,L'aria che non cambia un caxxo. Se state sempre dalla stessa parte mi sa che l'Italia non conterà mai nulla. Saremo sempre e solo.lo zerbino di Europa e subiremo il gerontofilo e la culona.,1
735,Aiutami a trovare una tettona volenterosa ?,1
736,ti scoperei volentieri nella doccia mentre tengo quelle tettone meravigliose in mano,1
737,"Stamattina al bar vicino l’ufficio ho incontrato il mio ex, quello che non voleva una relazione seria e alla fine si è accasato con una psicopatica che sembra un travestito brutto.Ed io invece oggi so discretamente figa.E niente, grazie Gesoo.",1
738,e davvero una grandissima pompinara come lo tratta lei il cazzo nessuna .....,1
739,Risultato notoConseguenza banaleOvvioMA QUELLA GRANDISSIMA PUTTANA CHE SEI,1
740,"Che bel culone, Ale! <URL>",1
741,"E figa di legno, in quel caso dirottare immediatamente in falegnameria",1
742,"RT Buona domenica. Succhia amore, succhia il cazzo duro che poite lo infilo nella figa bagnata e scopiamo <URL>",1
743,RT zia ti sborro i piedi,1
744,mmmmmmm un bel culone tutto da sbattere lo terrei nel tuo culo x ore e ore e ore e ore,1
745,Che faccia da troia...?,1
746,Ma vogliamo parlare di quelle cagne di #insegnanti che fanno attraversare il gregge di alunni FUORI dalle #striscepedonali?Ma che cazzo di educazione civica insegnate?#dipendentipubblici,1
747,Maronn. Quasi peggio di culona.,1
748,Prima ti lecco tutto e poi mi Ti inculo amoreeeeee,1
749,Ti sborro sulle tette ora,1
750,Che bocce!,1
751,Io prima ti bacio e Lecco tutta fino a farti bagnare poi te lo metto in bocca e te la scopo forte poi ti sputo sul culo e te lo faccio rosso rosso poi te lo metto nella fica dopo che te la scopo per bene sborro dentro hummmm,1
752,Chissenefrega di quel puttanone di cristine lagard,1
753,ma che cazzo vogliono!!!!! adesso non possiamo nemmeno minacciare di stupro una sionista! <URL>,1
754,sarà perché sei bona e tettona,1
755,Che tettona esagerata ? <URL>,1
756,"Sta per iniziare la porcata più schifosa e lurida di #Merdaset, tra falliti in cerca di apparenza e la più grande incapace conduttrice della storia della tv, un insulto a tutto il genere femminile, un rifiuto umano, inetta e vergognosa #G",1
757,Che puttanona,1
758,Ti scopo io puttana,1
759,Intanto Zio Vladimir e Frau Culona si sentono al telefono e con meno schiamazzi internazionali parlano di Siria e di pacificazione della zona.,1
760,Ma taci puttana.. Stanno tornando a Verona FINITELA,1
761,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> Che cazzo vuoi povera troia che non sei altro? ?,1
762,woowwww...... che bella Tettona ?,1
763,bella tettona mia ???????,1
764,non e' colpa mia ..mi disegnano cosi diceva quella bella tettona di Jessica ?? <URL>,1
765,Porcodio che pezzo di figa cristo iddio <URL>,1
766,#GF15 dai si è già capito che entra la bonazza tettona vestita di nero!Ok il trash ma prenderci per scemi anche no ?,1
767,Fanno entrare la tipa tettona sicuro no sto babbo natale caduto male#GF15,1
768,Solo io ho la sensazione che fatalitá la mora tettona in fila riuscirá ad entrare? #GF15,1
769,"Abbiamo già capito che entrerà la tettona, la terza dai. #GF15",1
770,Chi è questo puttanone? Politically correct #GF15,1
771,#GF15 Ci voleva il puttanone...,1
772,E il puttanone è entrato #GF15,1
773,Patrizia è l'amica puttanona che voglio come amica. L'ho capito dopo nemmeno un minuto #GF15,1
774,Ma questo puttanone da battaglia? #GF15,1
775,Ooooh ma chissà come mai i due cessi ubriachi non sono entrati e la tettona scema di turno si #GF15,1
776,Al disagiato di prima no alla tettona sì. Che novità #GF15 #gf #grandefratello,1
777,La figa di legno ce l'abbiamo✔#GF15,1
778,Chi lo avrebbe mai detto che entrava sto puttanone DAVVERO INASPETTATO #GF15,1
779,Questo puttanone ha due anni in più di me e dimostra 30 anni #GF15,1
780,"Pff, non si vedono, sono nascosti dietro gli occhiali, che poi pensano siano belli veramente...fai da brava culona",1
781,"Non solo tettona e labbra enormi, pure antipatica e figlia di papà. Sarà la prima che uscirà al televoto. #GF15",1
782,"Patrizia ballaNonna er puttanone entra pe' forza""Patrizia entraNonna ""che t'ha detto nonna tua...""Io la sgrido.#gf15""",1
783,Già mi fa sul cazzo sto puttanone da sbarco ricca #GF15,1
784,Un puttanone appunto ????,1
785,#GF15 ma come fai a tradire quel pezzo di figa della senatrice,1
786,"ficoAhahahhahha culona (fortunata, con i baristi che non ti mandano a quel paese) <URL>",1
787,Mmmmmh che bella tettona,1
788,RT Leggo :Baldracca Zoccola Pompinara E altre menate varie (non me fate il discorso sul bigottismo che ve Manno affancul…,1
789,cara mariangela l'importante è che non indossi perizoma o altro sotto il vestito ti metto a pecorina e ti inculo <URL>,1
790,"Al posto di Patrizia io me li farei tutti i boni, spero faccia il puttanone da combattimento, se lo può permettere. #GF15",1
791,"E se vuoi provare il brivido dello stupro, il prossimo ' fallo' in area te lo metti su per il culo e vedi com'è""... Queste le parole conclusive dell' intervento di Crozza...lei come avrebbe risposto?""",1
792,Puttanone bolognese life #GF15,1
793,La faccia da pompinara ha fatto effetto a quanto pare! #GF15,1
794,Shockato. Si son tenuti la figa d'oro... #GF15,1
795,"Ma sto puttanone ce l'ha un nome??Non rispondete, non mi interessa davvero. ? <URL>",1
796,Vabbè...e chi sarebbe sto puttanone???,1
797,"Tutte piatte, manco una tettona c'hanno messo #GF15",1
798,"con una persona che tutti conoscono""Per forza, è un puttanone la Moric?#GF15 #GrandeFratello""",1
799,So solo che si inneggia alla solidarietà femminile solo quando fa comodo. Uno potrebbe dire lo stesso di te visto che hai la pagina di Instagram in reggiseno e body come tweet fissato. Ma ognuno fa ciò che vuole e non deve e,1
800,Bhe non è molto coerente che tu la giudichi dato che il primo puttanone sei te,1
801,Patrizia mi fa venire l'orticaria. Se a tira manco avesse la figa d'oroCACCIATELA IL PRIMA POSSIBILE VI IMPLORO #GF15 <URL>,1
802,e si gran bella figa ti scoperei subito,1
803,Bel culone merita un bel po di colpi.,1
804,"È una pompinara! L’ha succhiato per mesi a Vacchi, si è gonfiata bene anche le labbra per spompinare tutti gli autori del GF!",1
805,Sta zitta troia,1
806,sei una cagna,1
807,?martedì 17 aprile?-siamo entrati alla seconda-ho fumato alla ricre-ho preso 0 in spagnolo che bello-c'erano i colloqui AIUTO-io a casa mi sono fatta il mini e sticazzi vabbè come va va-è venuta la mia troia a casa a farmi compa <URL>,1
808,Xhe pompinara vogliosa di cazzo ummmmm,1
809,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> Gran pezzo di figa! Tette e fica stupende,1
810,Se vuoi ti sbatto anche il mio nel culo troia,1
811,Che gran pezzo di figa!!! Stragnocchissima <URL>,1
812,Io ti apro puttana <URL>,1
813,che tettone e che bel culo,1
814,"Scuola elementare, bambino a mamma: stai zitta puttana, non me ne frega niente di quello che dici""Mamma zitta.beati noi senza figli che non possiamo capire.""",1
815,E se preferisci ti sborro in bocca o sulle tette,1
816,FilippinaLa parola Culona (Nina❤) FlavioSelfie infinitoCappuccino+ un bonus con Alain Delon,1
817,Quindi lancia #puttanone e vediamo che succede. Ma chi era?,1
818,Domani ti faccio sapere se sul volo mi mettono di fianco una tettona ?,1
819,STAI ZITTA TROIA CHE ARRIVO IO A CONSOLARTI,1
820,"-Vale sei la ragazza più bella che io abbia mai visto, ma dopo mia mamma, che mia mamma ha anche le tettone.",1
821,"Ottimo rimedio anti stupro! Avremmo decine, centinaia di evirati ?",1
822,"<MENTION_4> Tutte balle...lasci stare salvini, pompinara.",1
823,Buongiorno tettona da schizzo,1
824,"Alessia, amica tettona scopata nel bagno turco: Alessia la conosco dei tempi del liceo, è una bellissima ragazza molto intelligente che di solito frequenta ragazzi molto più grandi di lei. Altezza media, capelli lunghi neri e mossi, occhi scuri, culetto… <URL>",1
825,Direi Patrizia dalla descrizione (x descrizione intendo che dimostra 30 anni non per il puttanone),1
826,Sei Lattitante? Modo garbato per dire tettona? ????,1
827,Ti sborro anche io così ne ho tanta e bella bianca e densa,1
828,Ti scoperei io così troia,1
829,"Brutta strega culona, se ti trovo per la strada ti piglio a schiaffoni io... #chilhavisto",1
830,Che gran pompinara che sei Sei uno spettacolo,1
831,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> <MENTION_18> <MENTION_19> <MENTION_20>,1
832,io veramente ti stupro <URL>,1
833,che troia che sei ti posso scopare?,1
834,"Ma perché no? Vogliono che le persone con cui si rapportano su tw li trovino anche su ig ma non vogliono essere seguiti dalle puttanone che promettono sesso, da pagine inutili o dai filippini fake ??‍♀️",1
835,Ti sborro nel culone mamma mia che bello???,1
836,"Wyatt dovrebbe davvero andare s limonare Charlotte, almeno Katy la smetterebbe di fare la figa di legno. #TwittamiBeautiful",1
837,"<MENTION_4> <MENTION_5> <MENTION_6> Sì più tutto il resto. Solo di progetto, arredamenti, personale et. etc. non so come sia finita. In più, ci sono delle manovre con le due controllate che non sono v",1
838,"Boni, che a #delittidifamiglia se parla de un puttanone",1
839,una bella culona tutta da trombare,1
840,sei una gran troia.......ti scoperei di brutto amore.....mmmmm,1
841,Bella bellissima puttanona mmmmmmmmmmmmmmmmmmmm,1
842,Figa di legno ahahahaha,1
843,Puttanona schifosa,1
844,elizabeth gillies mi sembra una puttanona ********** buongiorno,1
845,Gli ho chiesto di uscire le foto di quella puttanona della Menchi ma non mi ha risposto quel coglione finto GuePequeno del cazzo,1
846,"Io direi che bisogna prevenire"" , fare in modo che tutte quelle circostanze in cui una donna pensa all'aborto non ci siano. Rendere una donna schiava del proprio corpo, ignorarne le volontà( vi ricordo che le donne non sono uncubatri",1
847,Esatto... Però dietro un puttanino c'è sempre un puttanone.,1
848,Ammazza che bella tettona mmmmmm,1
849,Questa e’ in continuo periodo mestruale !,1
850,Lurida troia vaffanculo,1
851,mmmmm bella fica ti sborro sopra!!!!! bella,1
852,SALUTAMI TANTO QUELLA CULONA DEFORME DI MARINA CHE MI HA BLOCCATO MOLTO MALEDUCATAMENTE GRAZIE VECCHIAZZA,1
853,Ma ci sta un sacco!!! Però dovrei trovarne una abbastanza tettona credo haha cioè con la mia non-ragazza non ha il minimo senso,1
854,Allora sei una tettona Olly ??,1
855,Tettona è dalla 3 coppa C in su....please!!!,1
856,amica tettona! <URL>,1
857,pensa queste con l'amante tettona in mio onore iihhiih,1
858,io una TETTONA come te la Sogno anche la notte!!!!! la chiaverei all infinito,1
859,"Ecco, questa immagine rappresenta due ragazze/donne completamente opposte: una ragazza semplice e un puttanone",1
860,"Tutta da vedere e fottere questa tettona, schizzargli sulle tette a questa porca. <URL>",1
861,Ma statti zitta troia,1
862,Tutti a picchiare la chiattona culona.#chilhavisto,1
863,D A J E P O R C O D I O!DAmato tua madre è una lurida puttana,1
864,"Questa serva sì, che è una “culona inchiavabile”Repressa e depressaInutile e dannosa #chilhavisto",1
865,Ho deciso che ti stupro. Ciao,1
866,"? maialenapoletano: sei sincronizzata al millesimo di secondo, che puttana che sei <URL>",1
867,Raccolta fondi per pagare un puttanone a Dybala. #jvtblive,1
868,Sei una cagna in calore,1
869,sei bellissima e tettona comunque non ti biasimo <URL>,1
870,Siiiiiiii che gran pezzo di figa,1
871,Zoccola pompinara,1
872,"Buonsnotte, bella tettona!!!!??",1
873,"WUA E PAPA PARLA A MAMMA - TALE E QUALE AL PUTTANONE, A TUA MAMMA, UNA CHE FA 51 ABORTI CHE COSA E , GENTE RIMANE SCIOCCATA.!!!!!! WUA CHE FRASE) ?????",1
874,WUA E PAPA HA DETTO - MA CHE PUO USCIRE DA UN PUTTANONE E UN ALCOLIZZATO????? E USCITA STA ZOCCOLA DI TUA MADRE!!!!! E PURE A ME DICE STE COSE),1
875,"WUA E POI PAPA HA DETTO - PUTTANONE HA FATTO 51 ABORTI, TIENE FIGA COSI GRANDE, PIAZZA GARIBALDI TIENE IN MEZZO ALLE GAMBE, UNA CHE FA 51 ABORTI CHE COSA E????? SI CAPISCE CHE COSA E.!!!!!! ( WUA CHE RIDERE)",1
876,"Pero' io i Berlusca me lo giocherei ancora ehhh .....ora che non c'e' piu' quel Muso Brutto di Sarko e nemmeno l' Abbronzato Obama, oggi tra una Merkel Culona e un Macron della sua stessa stazza ( fisica ) e' un Pierrot ci starebbe come il caci",1
877,a prepararti il tuo bel culone a essere sfondata??! ??,1
878,Fatti inculare troia <URL>,1
879,"MADONNA SÌ QUEL PESCIOLINO WKXJNXSKOSKW Che poi hahahahaha rido tantissimo perché tutte che li chiamano con nomi carini, io e te baldracca"", ""puttanone"", ""zoccolona"" ??? <URL>",1
880,"Sto pensando che ormai sei una sfatta culona, inscopabile piena di smagliature, quel culo sembra una una forma di emmental, fai schifo sborratoio nonché pisciatoio pubblico",1
881,"WUA E PAPA HA DETTO A MIA MADRE- COLPEVOLE PUTTANONE DI TUA MADRE, POSSIBILE LASCIARE CON PUTTANONE E ALCOLIZZATO, LOGICO CHE COPIAVA MERDA DEI TUOI GENITORI, PAPA ALCOLIZZATO!!!!!! ( WUA DEDUSHKA ERA ALCOLIZZATO, E IO ORA SONO UGUALE A LUI)",1
882,"WUA E PAPA A ME HA DETTO- NON HAI VERGOGNA, BEVI SEMPRE, E COLPA DEI GENITORI DI TUA MADRE, CHE EDUCAZIONE POTEVANO DARTI, PUTTANONE 51 ABORTI E MARITO ALCOLIZZATO, CHI PIGLIAVA A QUEL CESSO DI TUA BABUSHKA, SOLO UN ALCOLIZZATO COME QUELLO LA!!!!!!!! (WUA CHE FRASE)",1
883,"WUA E POI PAPA HA DETTO PURE STA FRASE E LO URLA SEMPRE A MIA MADRE- IO ODIO QUEL PUTTANONE DI TUA MADRE, PUTTANONE GRANDE GRANDE 51 ABORTI, DOVE ESISTE UNA CHE FA 51 ABORTI, DEVE VENIRE AL PROGRAMMA DI RECORD TUA MADRE!!!!!!! ( WUA CHE FRASE)",1
884,"WUA E PAPA HA DETTO A MIA MADRE- PUTTANONE SENZA ISTRUZIONE CHE NON HA STUDIATO E ALCOLIZZATO NON DOVEVANO FARE FIGLI, CHE POTEVANO DARE AI PROPRI FIGLI, CHE FAMIGLIA POTEVA USCIRE, PUTTANE E ALCOLIZZATI!!!!!!!! ( WUA CHE FRASE)",1
885,"WUA E PAPA HA DETTO COSE DI ME- GIA BEVEVA PRIMA, GRAZIE AL PUTTANONE E ALCOLIZZATO, ZIE ALCOLIZZATE OGNI GIORNO BANCHETTO, BEVEVA GIA VODKA VICINO ALLA FINESTRA A 9 ANNI!!!!!!! ( WUA CHE FRASE DI ME PAPA HA DETTO)",1
886,"WUA PAPA HA DETTO A MAMMA COSE DI ME- BEVEVA A CASA DI BABUSHKA VODKA DI DEDUSHKA VICINO ALLA FINESTRA APERTA, SE CADEVA GIU, CHE FACEVO, COLPA DEL PUTTANONE E ALCOLIZZATO, FAMIGLIA DI MERDA!!!!!!! (WUA CHE FRASE)",1
887,"WUA E POI PAPA HA DETTO A MIA MADRE- UN GIORNO VICINO AL PUTTANONE DI TUA MADRE NON E POSSIBILE, QUASI 5 MESI A CASA MIA, MI HA STRESSATO QUEL PUTTANONE CHE FA SCHIFO SOLO A GUARDARLA!!!!!! ( WUA CHE FRASE)",1
888,"WUA PAPA HA DETTO PURE A MIA MADRE- PERCHE ALTRE DUE FIGLIE NON LA VOGLIONO AL PUTTANONE, UN GIORNO E LA MANDANO A CASA, 5 MESI A CASA MIA QUEL CESSO CHE FA SCHIFO!!!!!! ( WUA CHE FRASE)",1
889,"WUA E POI PAPA HA DETTO A MIA MADRE- CHE POTEVA USCIRE DAL PUTTANONE E ALCOLIZZATO????? 3 MALATE SONO USCITE, 3 PUTTANE MALATE!!!!!! (WUA CHE FRASE)",1
890,"WUA CHE RIDERE POI QUANDO PAPA HA DETTO A MIA MADRE- POEMA, POEMA AL PUTTANONE CHE RIDERE, FA POEMA ALLE SORELLINE, CHE LA PIGLIANO IN GIRO, CHE LA REPUTANO UNA DEFICIENTE!!!!!!! (WUA CHE FRASE)",1
891,"WUA E POI PAPA HA DETTO A MIA MADRE- DUE FIGLIE CHE STANNO VICINO IN QUELLA TERRA DI MERDA NON LA VOGLIONO UN GIORNO E ARRIVIDERCI, E STA MERDA 5 MESI A CASA MIA A QUEL PUTTANONE, MI HA STRESSATO QUEL CESSO CHE FA SCHIFO SOLO A GUARDARLA!!!!!! ( WUA CHE FRASE DI PAPA)",1
892,"WUA E MAMMA POI HA DETTO PER SCHERZO- A ODESSA ANCORA VIENE MIA MADRE, NON TI PREOCCUPARE!!!!! E PAPA HA DETTO- NON TI PERMETTERE, NEMMENO UN GIORNO A CASA MIA QUEL PUTTANONE, NEMMENO IN FOTO VOGLIO VEDERE A QUEL GRANDE CESSO CHE FA SCHIFO SOLO A VEDERE!!!!!!! (WUA CHE FRASE)",1
893,"WUA E POI PAPA HA DETTO A MIA MADRE- PUTTANONE 51 ABORTI, DEVE STARE AL PROGRAMMA DI RECORD, GENTE RIMANE SCIOCCATA!!!!!! ( WUA CHE FRASE)",1
894,"WUA E POI PAPA GIA DOPO HA DETTO- PUTTANONE 53 ABORTI!!!!!!!! 53 HA FATTO, NO 51!!!!!!! ( WUA CHE FRASE)",1
895,"WUA E POI PAPA HA DETTO A MIA MADRE- HA AMMAZZATO UN SACCO DI BAMBINI QUEL PUTTANONE, VA IN INFERNO!!!!!!! ( WUA CHE FRASE)",1
